Filename,Run Count,Last Run Date
"C:\Program Files\WindowsApps\Microsoft.Office.Desktop.Excel_16051.11727.20244.0_x86__8wekyb3d8bbwe\VFS\ProgramFilesCommonX86\Microsoft Shared\OFFICE16\Office Setup Controller\Excel.zh-tw",1,132080905092889431
